Question,Answer,Unigram_Recall,Unigram_Precision,Bigram_Recall,Bigram_Precision,Context
What is I-venture @ isb's tagline?,"The tagline for I-Venture @ ISB is ""Inspire . Invest . Innovate.""",0.0185185185185185,0.5454545454545454,0.0062240663900414,0.0062240663900414,
what is the focus of clean energy lab?,"The Clean Energy Lab is focused on supporting exceptional emerging leaders who are dedicated to creating research-focused not-for-profit institutions (think tanks) in the area of clean energy. Here are some key points about the focus of the Clean Energy Lab program:

- **Objective**: The program aims to support fellows in building their ideas into scalable institutions that can create research and evidence-based policy impact in the clean energy sector in India.
  
- **Target Audience**: Exceptional emerging leaders who are focused on creating research-focused not-for-profit institutions in the clean energy domain.

- **Research Focus**: The program emphasizes research and evidence-based policy impact in the area of clean energy in India.

- **Scalability**: The program supports fellows in scaling their ideas into institutions that can have a significant impact on the clean energy sector.

- **Policy Impact**: The ultimate goal is to create institutions that can influence policy decisions and contribute to the advancement of clean energy initiatives in India.

- **Innovation**: The program encourages innovative solutions and approaches to address challenges in the clean energy domain.

- **Sustainability**: The focus is on creating sustainable institutions that can continue to drive research and policy impact in the clean energy sector.

If you have any more questions or need further details, feel free to ask!",0.0715123094958968,0.61,0.0251256281407035,0.0251256281407035,
gameX accelerator,I could not find an answer.,0.002004008016032,0.1666666666666666,0.0,0.0,
hi,Hello! How can I assist you today?,0.0044843049327354,0.2857142857142857,0.0,0.0,
give the address for dlabs,"The address for DLabs at the Indian School of Business (ISB) is as follows:

DLabs Incubator Association
ISB Hyderabad Campus

If you need more information or have any other queries, feel free to ask!",0.0567164179104477,0.5757575757575758,0.0126050420168067,0.0126050420168067,
do you have the exact address?,"The exact address for DLabs at the Indian School of Business (ISB) in Hyderabad is as follows:

DLabs Incubator Association
Indian School of Business
Gachibowli, Hyderabad
Telangana, India

If you need further details or have any more questions, feel free to ask!",0.053731343283582,0.5,0.0126050420168067,0.0126050420168067,
give the address for dlabs,"DLabs, the incubator associated with I-Venture @ ISB, is located at the ISB Hyderabad campus. Here is the address:

DLabs, ISB Campus, Hyderabad

If you need more detailed directions or information, feel free to reach out to I-Venture @ ISB for assistance.",0.0417910447761194,0.4375,0.0105042016806722,0.0105042016806722,
what are bhagwan chowdhry's responsibilities at isb?,"Prof. Bhagwan Chowdhry has various responsibilities at ISB related to the I-Venture program. Here are some of his key responsibilities:

- Participating in fireside chats: Prof. Bhagwan Chowdhry engages in fireside chats as part of the I-Venture @ ISB program. These chats focus on topics like entrepreneurship, leadership, and beyond.

- Sparking meaningful conversations: Prof. Bhagwan Chowdhry sparks meaningful conversations during fireside chats with individuals like Upasana Kamineni Konidela to inspire and educate participants.

- Providing insights and expertise: As a professor at ISB, Prof. Bhagwan Chowdhry shares his insights and expertise in areas related to entrepreneurship and leadership to benefit the participants of the I-Venture program.

- Celebrating milestones: Prof. Bhagwan Chowdhry plays a role in celebrating milestones such as the one-year anniversary of I-Venture @ ISB by engaging in fireside chats and discussions.

Overall, Prof. Bhagwan Chowdhry's responsibilities at ISB include contributing to the educational and inspirational aspects of the I-Venture program through fireside chats, conversations, and sharing his expertise in entrepreneurship and leadership.",0.0516853932584269,0.5168539325842697,0.0132641291810842,0.0132641291810842,
hi,Hello! How can I assist you today?,0.0,0.0,0.0,0.0,
what is isb?,I could not find an answer.,0.0057803468208092,0.5,0.0,0.0,
hi,Hello! How can I assist you today?,0.0044843049327354,0.2857142857142857,0.0,0.0,
hi,Hello! How can I assist you today?,0.0044843049327354,0.2857142857142857,0.0,0.0,
hi,Hello! How can I assist you today?,0.0044843049327354,0.2857142857142857,0.0,0.0,
are you gpt?,"Yes, I am a chatbot powered by GPT-3 technology. How can I help you today?",0.0128755364806866,0.4285714285714285,0.0,0.0,
dlabs ceo,"The CEO of DLabs at I-Venture @ ISB is Saumya Kumar. Saumya Kumar is the Director of I-Venture @ ISB and also serves as the CEO of DLabs. If you need more information or have any specific questions about DLabs or I-Venture @ ISB, feel free to ask!",0.0315638450502152,0.6666666666666666,0.0070175438596491,0.0070175438596491,
What all start-ups are supported by dlabs?,"DLabs at I-Venture @ ISB supports various startups in the AI, Blockchain, and DeFi space. Some of the startups supported by DLabs include:

- Startups working in AI, Blockchain, and DeFi thematic areas
- Early revenue stage ventures with scalability potential
- Startups focusing on generating insights from account and market information
- Startups developing innovative decentralized applications on Blockchain platforms in fintech
- Startups integrating AI and Blockchain technologies in fintech

If you have any specific questions about the startups supported by DLabs or if you need more detailed information, feel free to ask!",0.0592503022974607,0.7313432835820896,0.0225102319236016,0.0225102319236016,
Can you list their names?,"I'm sorry, but the specific names of the startups supported by DLabs at I-Venture @ ISB are not mentioned in the provided excerpts. However, based on the information available, the startups supported by DLabs are primarily focused on AI, Blockchain, and DeFi technologies. If you have any other questions or need more information, feel free to ask!",0.0306278713629402,0.425531914893617,0.0048638132295719,0.0048638132295719,
List the start-ups supported by i-venture?,"I-Venture @ ISB supports various start-ups through its programs and initiatives. Here are some of the start-ups supported by I-Venture @ ISB:

- Ergon Mobility Private Limited
- Wabs
- Pro Dough

These start-ups have been part of the I-Venture @ ISB ecosystem and have received support for their growth and development.",0.0308641975308641,0.3947368421052631,0.0050125313283208,0.0050125313283208,
dlabs ceo,"The CEO of DLabs, which is a part of I-Venture @ ISB, is Saumya Kumar. Saumya Kumar serves as the Director of I-Venture @ ISB and also holds the position of CEO at DLabs. Saumya Kumar plays a key role in driving entrepreneurship and innovation initiatives at DLabs and I-Venture @ ISB.",0.0358680057388809,0.78125,0.0105263157894736,0.0105263157894736,
"who is the assistant program manager at aic,isb?","The Assistant Program Manager at AIC-ISB is a key role responsible for assisting the Program Manager in designing, promoting, and managing the AIC-ISB incubation/acceleration programs. Here are the details of the Assistant Program Manager position at AIC-ISB:

- **Position:** Assistant Program Manager
- **Responsibilities:**
  - Assisting Program Managers in new programs within AIC incubation, acceleration, and corporate innovation verticals
  - Supporting end-to-end management of programs along with stakeholder management
  - Engaging with the startup ecosystem in India
  - Developing and managing a pipeline of mentors, industry experts, and advisors for AIC across diverse industries
  - Working closely with ISB and its faculty members to leverage their subject matter expertise
  - Scouting for potential startups looking to scale up
  - Evaluating startups based on their business model and technical feasibility
  - Providing one-on-one support for startups in business development areas
  - Ensuring smooth and efficient functioning of the program at AIC
  - Program documentation and reporting with AIC stakeholders
  - Managing day-to-day interactions with Incubatees and providing strategic guidance

- **Skills and Experience:**
  - Masters or Bachelors degree with minimum 3-5 years of relevant experience
  - 1-2 years of experience working with entrepreneurs, startups, or incubators
  - Ability to thrive in a startup ecosystem and deliver fast results
  - Strong project management skills
  - Prior work in an incubator/accelerator would be an advantage
  - Excellent written and verbal communication skills

If you have any specific inquiries or need more details, feel free to ask!",0.1985815602836879,0.7417218543046358,0.1251325556733828,0.1251325556733828,
Do you have the assistant program manager's name?,"The name of the Assistant Program Manager at AIC-ISB is not explicitly mentioned in the provided document excerpts. If you require specific information regarding the Assistant Program Manager's name or any other details, I recommend reaching out to AIC-ISB directly through their contact email at contact@aicisb.org. They will be able to provide you with the most accurate and up-to-date information regarding their team members.",0.0434173669467787,0.5961538461538461,0.0087565674255691,0.0087565674255691,
dlabs ceo,The CEO of dlabs is Saumya Kumar.,0.0054945054945054,0.4285714285714285,0.001058201058201,0.001058201058201,
give the address of dlabs,"DLabs has two locations associated with the Indian School of Business (ISB):

1. DLabs Incubator Association at ISB Hyderabad Campus:
   - Email: contact@isbdlabs.org

2. Atal Incubation Centre at ISB Mohali Campus:
   - Email: contact@aicisb.org

If you need further details or specific addresses, please let me know!",0.1091954022988505,0.4634146341463415,0.0304347826086956,0.0304347826086956,
list the start-ups incubated by i-venture,"Here is a list of some startups that have been mentioned as being incubated by I-Venture @ ISB in the provided documents:

1. Ergon Mobility Private Limited
2. Wabs
3. Pro Dough

These startups were involved in events and activities organized by I-Venture @ ISB. If you need more information about these startups or others associated with I-Venture @ ISB, feel free to ask!",0.0397058823529411,0.4909090909090909,0.0060869565217391,0.0060869565217391,
what all start-ups are supported by dlabs?,"The documents provided do not contain an exhaustive list of all the startups supported by DLabs at the Indian School of Business (ISB). However, here are some startups that have been mentioned or associated with DLabs in the context of the information provided:

1. Ergon Mobility Private Limited
2. Wabs
3. Pro Dough

These startups have been involved in events and activities organized by DLabs or I-Venture @ ISB. If you are looking for specific information about other startups supported by DLabs, please let me know so I can assist you further.",0.0483675937122128,0.5555555555555556,0.0088676671214188,0.0088676671214188,
What all start-ups are supported by dlabs?,"DLabs supports various startups in the AI, Blockchain, and DeFi thematic areas. Some of the key criteria for startups to be supported by DLabs include:

- Startups working in AI, Blockchain, and DeFi thematic areas
- Minimum 1 year from incorporation
- Early revenue stage ventures with scalability potential

DLabs offers support to startups working on different themes such as:

- Use of AI in testing
- Generating insights from account and market information
- Foundational technology and infrastructure for Blockchain and DeFi ecosystems
- Integration of AI and Blockchain technologies in fintech
- Developing innovative decentralized applications on Blockchain platforms in fintech

The program offerings for startups supported by DLabs include:

- Tailored Masterclasses & Workshops by Industry Experts
- Mentorship from DLabs and Broadridge
- Go-to-Market Strategies
- Fundraising Support
- Internationalization Support
- Piloting Opportunities
- Strategic Partnerships
- Networking
- Startup Toolkit

DLabs aims to empower startups in the AI, Blockchain, and DeFi space by providing comprehensive support, mentorship, capacity building, and networking opportunities to help them thrive and attract relevant stakeholders and investors.",0.1088270858524788,0.8490566037735849,0.0552523874488403,0.0552523874488403,
can you list a few of them,"Certainly! Here are a few startups supported by DLabs in the AI, Blockchain, and DeFi thematic areas:

- Startups leveraging AI technology for testing applications
- Companies focusing on generating insights from account and market information using AI
- Ventures working on foundational technology and infrastructure for Blockchain and DeFi ecosystems
- Startups integrating AI and Blockchain technologies in the fintech sector
- Companies developing innovative decentralized applications on Blockchain platforms for fintech solutions

These are just a few examples of the diverse range of startups that DLabs supports in the AI, Blockchain, and DeFi space. Each startup receives tailored support, mentorship, and opportunities to grow and scale their innovative solutions.",0.0403587443946188,0.3857142857142857,0.0017513134851138,0.0017513134851138,
who is the assistant program manager at aic isb?,"The Assistant Program Manager at AIC ISB is responsible for assisting the program manager in designing, promoting, and managing the AIC ISB incubation/acceleration programs. Some key responsibilities of the Assistant Program Manager include:

- Assisting Program Managers in new programs within AIC incubation, acceleration, and corporate innovation verticals
- Supporting end-to-end management of programs along with stakeholder management
- Engaging with the startup ecosystem in India
- Developing and managing a pipeline of mentors, industry experts, and advisors for AIC across diverse industries
- Working closely with ISB and its faculty members to leverage their subject matter expertise
- Scouting for potential startups looking to scale up
- Evaluating startups based on their business model and technical feasibility
- Providing targeted one-on-one support for startups in business development areas
- Ensuring smooth and efficient functioning of the program at AIC
- Documenting and reporting program activities
- Managing day-to-day interactions with incubatees and providing strategic guidance

The Assistant Program Manager plays a crucial role in supporting the incubation and acceleration programs at AIC ISB.",0.1167883211678832,0.7547169811320755,0.0693739424703891,0.0693739424703891,
give the address of dlabs,"DLabs is located at the Indian School of Business (ISB) campus in Hyderabad. Here is the address:

Indian School of Business (ISB)
Gachibowli, Hyderabad,
Telangana, India

DLabs is situated within the ISB campus in Hyderabad, providing a conducive environment for startups to grow and thrive with the support of the resources and ecosystem available at the prestigious institution.",0.0977011494252873,0.4358974358974359,0.0304347826086956,0.0304347826086956,
dlabs ceo,"The CEO of DLabs at the Indian School of Business (ISB) is not explicitly mentioned in the provided documents. However, based on typical organizational structures, the CEO or Chief Executive Officer of DLabs would be the top executive responsible for overseeing the operations and strategic direction of DLabs. 

If you are looking for specific information about the CEO of DLabs at ISB, I recommend reaching out directly to the DLabs team or checking the official ISB website for updated information on the leadership team.",0.0619834710743801,0.5084745762711864,0.0127551020408163,0.0127551020408163,
dlabs ceo,"The CEO of DLabs at the Indian School of Business (ISB) is not explicitly mentioned in the provided documents. However, if you are looking for information about DLabs at ISB or any specific queries related to the organization, feel free to ask, and I'll do my best to provide you with relevant details.",0.0537190082644628,0.5777777777777777,0.010204081632653,0.010204081632653,"[Excerpt from document]
file_path: Text_Files\https___i-venture.org_careers.txt
Excerpt:
-----
careers
 I-Venture @ ISB 
Careers 
Come be a part of our team at DLabs & AIC ISB  bring your ideas, ingenuity and determination to make a difference. 
Position Closed
×
Dismiss this alert.
AIC ISB | Mohali 
Assistant Program Manager 
Assisting the program manager in designing, promoting, and managing the AIC ISB incubation/acceleration programs. 
View details
         Assistant Program Manager        
×
We are seeking an enthusiastic individual for the new position of Assistant Program Manager. The primary responsibility of this position is to assist the program manager in designing, promoting, and managing the AIC ISB Incubation / Acceleration programs of the assigned programs running at AIC-ISB.Roles And ResponsibilitiesAssisting Program Managers in new programs within AIC incubation, acceleration and corporate innovation verticalsSupport in end to end management of program along with stakeholder managementProactively engage with the startup ecosystem in IndiaDevelop and manage a pipeline of mentors, industry experts, and advisors for AIC across diverse industriesWork closely with ISB and its faculty members to leverage their subject matter expertiseScout for potential startups which are looking to scale up, through diverse platformsSupport in evaluating startups based on their business model and technical feasibility aligned with the program requirementsFacilitate targeted one-on-one support for startups in business development areas in close collaboration with AIC team and its stakeholdersResponsible for smooth and efficient functioning of the program at AICProgram documentation and reporting with AIC stakeholdersManage the day-to-day interaction with the Incubatees and provide continued strategic guidance to entrepreneurs in areas such as business modeling, sales, and marketing, financing, fundraising, overall strategy, operations etc.The ideal candidate must have a deep understanding of the Indian startup ecosystem and has worked closely with growth stage entrepreneurs to be able to understand their business and technical needs to scale their operations rapidly and succeed with the support of AIC.Skills And ExperiencesMasters or Bachelors degree with minimum 3-5 years of relevant experience.At least 1-2 years of experience working with entrepreneurs, startups, incubators or incubation consultancy.Ability to thrive in a startup ecosystem/ environment and deliver fast resultDemonstrated ability to cultivate, build, and maintain strong working relationships with stakeholders from diverse backgrounds and perspectivesProject management skills (goal-setting, organization, and implementation)Prior work in an incubator/accelerator would be an added advantagePrior entrepreneurial experience would be an advantageExcellent written and verbal communication skillsHow to ApplyPlease send a cover letter highlighting your fit for the role along with a detailed resume to contact@aicisb.org. Applications are being accepted until the position is filled. 
        Close       
Position Closed
×
Dismiss this alert.
AIC ISB | Mohali 
Executive Admin & Operations 
Overall administrative and operational support for AIC ISB management. 
View details
         Executive Admin & Operations        
×
We are seeking an enthusiastic individual for the new position of Executive Admin & Operations to support the AIC ISB team with administrative and operational needs.Key Responsibilities:AIC ISB administration support to CEO and AIC ISB teamCo-ordinating with Program Managers for all the logistic support for various programsEvent Logistic Support, Cab bookings, Travel Bookings, Hotel Bookings, facilities booking, client co-ordination & approvals as and when requiredDatabase Management  Asset Database, Inventory, database of startups, speakers & database of MOUs signed with AICProcess Management  Following up with vendors for invoices, verifying/validating, obtaining approvals and forwarding to finance for paymentsSupervision of Housekeeping activities, monitoring and execution of repairs, service of A/cs, fortnightly pest control activity & deep cleaning activityVisitor Management  Co-ordination with visitors/startups for their entry into campus with prior intimation to security main gate Startup Entry Process  Arranging entry approvals for startupsInteraction with all stakeholders for the upkeep of AIC ISB officeOperational and maintenance support for Makerspace at AIC ISBQualification: GraduationSkills:Technical: MS Office & any other relevant technical skillBehavioral: Quick response to any taskExperience: 2-3 yearsJob Interface/Relationships:Internal:With finance for payment processWith commercials for POsWith IT, Housekeeping, Travel desk, F&BExternal:VendorsIndustryStartup CommunityHow to ApplyPlease send a cover letter highlighting your fit for the role along with a detailed resume to contact@aicisb.org. Applications are being accepted until the position is filled. 
        Close
-----

[Excerpt from document]
file_path: Text_Files\https___i-venture.org_event_i-mentor-isb-session-1.txt
entities: ['Plum', 'Hyderabad', 'Shreyas Acha']
Excerpt:
-----
event_i-mentor-isb-session-1
 « All Events
This event has passed.
I-Mentor @ ISB | Session 1
June 2, 2023 
« Blockchain Impact Lab
4th edition I-Connect @ ISB »
The first session of #mentorhours was open Office Hours at Hyderabad on marketing with Shreyas Acha, Head of Marketing at Plum joining us at DLabs and engaging 1-on-1 with the founders to understand their needs and challenges and guiding them in navigating through.
     Add to calendar    
  Google Calendar 
  iCalendar 
  Outlook 365 
  Outlook Live 
 Details 
 Date: 
 June 2, 2023 
 Website: 
 https://www.linkedin.com/posts/iventureatisb_mentor-hours-open-office-hours-at-dlabs-activity-7057363910965796865-jyli?utm_source=share&utm_medium=member_desktop 
Organizer
    I-Venture @ ISB   
     Email    
     i-venture@isb.edu    
View Organizer Website 
« Blockchain Impact Lab
4th edition I-Connect @ ISB »
Share the event on
Leave a ReplyCancel ReplyYour email address will not be published. Required fields are marked *
Name  *
Email  *
Website
Add Comment *
Save my name, email, and website in this browser for the next time I comment.
I accept the Privacy Policy
Post Comment
-----

[Excerpt from document]
file_path: Text_Files\https___i-venture.org_event_blockchain-impact-labs.txt
entities: ['S & P Global', 'Indian School of Business']
Excerpt:
-----
event_blockchain-impact-labs
 « All Events
This event has passed.
Blockchain Impact Lab
May 18, 2023 
« Knowledge Series (I-Venture @ ISB) | Episode-3
I-Mentor @ ISB | Session 1 »
DLabs at the Indian School of Business has launched the Blockchain Impact Lab today, which has been made possible through the support of S&P Global. Equipped with state-of-the-art technology, the lab will act as a central hub at I-Venture @ ISB, dedicated to supporting startups and nurturing innovations in the #blockchain space.
     Add to calendar    
  Google Calendar 
  iCalendar 
  Outlook 365 
  Outlook Live 
 Details 
 Date: 
 May 18, 2023 
Organizer
    I-Venture @ ISB   
     Email    
     i-venture@isb.edu    
View Organizer Website 
« Knowledge Series (I-Venture @ ISB) | Episode-3
I-Mentor @ ISB | Session 1 »
Share the event on
Leave a ReplyCancel ReplyYour email address will not be published. Required fields are marked *
Name  *
Email  *
Website
Add Comment *
Save my name, email, and website in this browser for the next time I comment.
I accept the Privacy Policy
Post Comment
-----"
